,Node 1,Node 2,OHL Length (km),Cable Length (km),Circuit Type,R (% on 100MVA),X (% on 100MVA),B (% on 100MVA),Winter Rating (MVA),Spring Rating (MVA),Summer Rating (MVA),Autumn Rating (MVA),Dataframe,Node 1 bus_id,Node 2 bus_id,Voltage (kV) Node 1,Voltage (kV) Node 2,Year,Status
342,IROA21,WHSO2B,34.555,0.0,OHL,0.2034,1.4638,9.4375,750.0,750.0,715.0,750.0,nget_circuits,335,810,275.0,275.0,,
343,IRON41,LEGA4B,62.073,0.0,OHL,0.0991,1.1937,37.3273,2002.0,2002.0,2002.0,2002.0,nget_circuits,338,394,400.0,400.0,,
344,IRON41,PENN4A,27.761,0.0,OHL,0.0574,0.5549,15.9851,1389.0,1284.0,1108.0,1284.0,nget_circuits,338,532,400.0,400.0,,
345,IRON41,PENN4B,24.617,0.0,OHL,0.0488,0.491,14.2132,1590.0,1500.0,1346.0,1500.0,nget_circuits,338,531,400.0,400.0,,
346,IRON41,RUGE41,58.681,0.0,OHL,0.1135,1.1701,33.9045,1389.0,1284.0,1108.0,1284.0,nget_circuits,338,588,400.0,400.0,,
347,IRON41,SHRE4A,15.129,0.0,OHL,0.0242,0.2909,9.0977,2397.0,2302.0,2144.0,2302.0,nget_circuits,338,623,400.0,400.0,,
348,IVER21,NHYD2A,0.0,13.63,Cable,0.06,0.3489,91.1847,419.0,419.0,381.0,381.0,nget_circuits,347,483,275.0,275.0,,
349,IVER21,WWEY22,25.652,0.342,Composite,0.0975,1.059,10.9579,960.0,960.0,839.0,839.0,nget_circuits,347,795,275.0,275.0,,
350,IVER22,NHYD2B,0.0,13.63,Cable,0.06,0.3489,91.1847,419.0,419.0,381.0,381.0,nget_circuits,348,482,275.0,275.0,,
351,IVER22,WATS21,13.881,0.483,Composite,0.0643,0.601,9.0158,776.0,776.0,631.0,631.0,nget_circuits,348,770,275.0,275.0,,
352,IVER22,WATS22,13.881,0.436,Composite,0.0642,0.5997,8.5049,776.0,776.0,631.0,631.0,nget_circuits,348,771,275.0,275.0,,
353,IVER2A,LALE21,17.186,0.402,Composite,0.0656,0.7143,9.2206,841.0,841.0,665.0,665.0,nget_circuits,346,386,275.0,275.0,,
354,JORD21,NORL2B,0.0,2.843,Cable,0.0109,0.0719,20.1177,419.0,419.0,381.0,381.0,nget_circuits,350,487,275.0,275.0,,
355,KEAD43,KILL41,41.067,0.0,OHL,0.0403,0.7345,26.6033,3060.0,2931.0,2715.0,2931.0,nget_circuits,355,367,400.0,400.0,,
356,KEAD43,WBUR41,28.266,0.0,OHL,0.0307,0.4916,18.6331,3326.0,3160.0,2971.0,3160.0,nget_circuits,355,775,400.0,400.0,,
357,KEAR21,WHGA21,14.509,0.241,Composite,0.0667,0.6208,6.5558,835.0,835.0,665.0,665.0,nget_circuits,361,803,275.0,275.0,,
358,KEAR21,WHGA21,14.509,0.129,Composite,0.0665,0.6177,5.3384,213.0,213.0,289.0,289.0,nget_circuits,361,803,275.0,275.0,,
359,KEAR41,PADI41,39.101,0.0,OHL,0.0567,0.7296,24.2055,2169.0,2084.0,1940.0,2084.0,nget_circuits,359,517,400.0,400.0,,
360,KEMS41,LOFI4A,38.035,0.0,OHL,0.0623,0.726,23.0007,3102.0,2935.0,2765.0,2935.0,nget_circuits,362,415,400.0,400.0,,
361,KEMS41,LOFI4B,37.572,0.0,OHL,0.0617,0.7176,22.7061,3102.0,2935.0,2765.0,2935.0,nget_circuits,362,414,400.0,400.0,,
362,KENG41,SJOW41,0.0,4.769,Cable,0.0032,0.0564,52.0546,1327.0,1298.0,1200.0,1298.0,nget_circuits,366,650,400.0,400.0,,
363,KENG41,SJOW41,0.0,4.756,Cable,0.0032,0.0562,51.9127,1327.0,1298.0,1200.0,1298.0,nget_circuits,366,650,400.0,400.0,,
364,KENG41,WIMB41,0.0,12.329,Cable,0.0085,0.1557,134.5735,1770.0,1730.0,1600.0,1730.0,nget_circuits,366,832,400.0,400.0,,
365,KENG41,WIMB41,0.0,12.2,Cable,0.0084,0.1541,133.1654,1770.0,1730.0,1600.0,1730.0,nget_circuits,366,832,400.0,400.0,,
366,KENG41,WISD41,0.0,2.939,Cable,0.002,0.0347,32.0798,1770.0,1730.0,1600.0,1730.0,nget_circuits,366,819,400.0,400.0,,
367,KENG41,WISD42,0.0,2.989,Cable,0.002,0.0353,32.6255,1770.0,1730.0,1600.0,1730.0,nget_circuits,366,816,400.0,400.0,,
368,KIBY21,LISD21,0.0,10.239,Cable,0.0173,0.2966,60.8154,762.0,762.0,698.0,698.0,nget_circuits,371,401,275.0,275.0,,
369,KIBY21,LISD21,0.0,9.518,Cable,0.0228,0.2008,86.3283,762.0,762.0,619.0,619.0,nget_circuits,371,401,275.0,275.0,,
370,KIBY21,RAIN21,11.236,0.0,OHL,0.0258,0.3778,3.8519,1416.0,1339.0,1258.0,1339.0,nget_circuits,371,561,275.0,275.0,,
371,KIBY21,RAIN21,11.236,0.0,OHL,0.0258,0.3778,3.8519,1416.0,1339.0,1258.0,1339.0,nget_circuits,371,561,275.0,275.0,,
372,KIBY21,WASF2A,10.945,0.0,OHL,0.0414,0.4478,3.0891,1521.0,1461.0,1360.0,1461.0,nget_circuits,371,767,275.0,275.0,,
373,KIBY21,WASF2B,10.978,0.0,OHL,0.0415,0.4491,3.0984,1521.0,1461.0,1360.0,1461.0,nget_circuits,371,766,275.0,275.0,,
374,KILL41,KILL41,0.0,0.0,Series Reactor,0.0,1.0,0.0,2750.0,2750.0,2750.0,2750.0,nget_circuits,367,367,400.0,400.0,,
375,KILL41,SHBA41,17.05,0.0,OHL,0.0179,0.3134,10.7556,2860.0,2720.0,2484.0,2720.0,nget_circuits,367,635,400.0,400.0,,
376,KINO41,KINO41,0.0,0.0,Series Reactor,0.0027,2.0,0.0,2002.0,2002.0,2002.0,2002.0,nget_circuits,369,369,400.0,400.0,,
377,KINO41,KINO41,0.0,0.0,Series Reactor,0.0027,2.0,0.0,2002.0,2002.0,2002.0,2002.0,nget_circuits,369,369,400.0,400.0,,
378,KINO41,NFLE41,23.626,0.0,OHL,0.0284,0.4216,15.2234,3102.0,2935.0,2692.0,2935.0,nget_circuits,369,481,400.0,400.0,,
379,KINO41,SING41,17.685,0.0,OHL,0.0192,0.3076,11.6582,2889.0,2748.0,2510.0,2748.0,nget_circuits,369,627,400.0,400.0,,
380,KIRK2A,SKLG21,0.0,8.608,Cable,0.0146,0.2402,93.5689,762.0,762.0,619.0,619.0,nget_circuits,373,634,275.0,275.0,,
381,KITW21,OCKH21,13.738,0.222,Composite,0.0525,0.5743,6.2479,772.0,772.0,619.0,619.0,nget_circuits,375,501,275.0,275.0,,
382,KITW21,OLDB21,7.704,0.597,Composite,0.0301,0.3318,8.6639,667.0,667.0,619.0,619.0,nget_circuits,375,508,275.0,275.0,,
383,KNAR21,MONF21,38.531,0.141,Composite,0.2716,1.7712,11.0429,551.0,513.0,443.0,513.0,nget_circuits,378,457,275.0,275.0,,
384,LACK21,TODP21,5.965,0.0,OHL,0.0212,0.2477,1.654,1408.0,1332.0,1251.0,1332.0,nget_circuits,383,719,275.0,275.0,,
385,LACK41,SALH41,10.237,0.25,Composite,0.0184,0.2024,10.54,1831.0,1739.0,1588.0,1739.0,nget_circuits,384,603,400.0,400.0,,
386,LACK41,THTO41,92.075,5.7,Composite,0.1057,1.6537,264.9969,2418.0,2418.0,2030.0,2030.0,nget_circuits,384,693,400.0,400.0,,
387,LACK41,THTO42,92.075,5.7,Composite,0.1057,1.6537,264.9969,2418.0,2418.0,2030.0,2030.0,nget_circuits,384,692,400.0,400.0,,
388,LAGA41,LAND41,21.224,0.0,OHL,0.0339,0.4081,12.7628,2423.0,2327.0,2168.0,2327.0,nget_circuits,391,389,400.0,400.0,,
389,LAGA41,LAND42,21.355,0.0,OHL,0.0341,0.4108,12.8376,1389.0,1284.0,1108.0,1284.0,nget_circuits,391,390,400.0,400.0,,
390,LALE21,WWEY2A,8.395,0.0,OHL,0.0317,0.3434,2.3695,1316.0,1213.0,1104.0,1213.0,nget_circuits,386,791,275.0,275.0,,
391,LEGA41,TREU4A,12.119,0.0,OHL,0.0135,0.2316,7.3388,2860.0,2720.0,2484.0,2720.0,nget_circuits,393,734,400.0,400.0,,
392,LEGA41,TREU4B,12.119,0.0,OHL,0.0135,0.2316,7.3388,2860.0,2720.0,2484.0,2720.0,nget_circuits,393,733,400.0,400.0,,
393,LEGA4A,SHRE4A,46.944,0.0,OHL,0.075,0.9028,28.2295,2002.0,2002.0,2002.0,2002.0,nget_circuits,395,623,400.0,400.0,,
394,LEIB4A,SUND42,13.455,0.0,OHL,0.0119,0.2311,9.0472,2779.0,2568.0,2217.0,2568.0,nget_circuits,398,671,400.0,400.0,,
395,LEIB4B,SUND41,13.455,0.0,OHL,0.0119,0.2311,9.0472,2779.0,2568.0,2217.0,2568.0,nget_circuits,397,673,400.0,400.0,,
396,LEIS11,SIZE11,0.0,2.149,Cable,0.0196,0.2155,4.8028,301.0,301.0,243.0,243.0,nget_circuits,400,629,132.0,132.0,,
397,LEIS11,SIZE12,0.0,2.148,Cable,0.0195,0.2154,4.8006,301.0,301.0,243.0,243.0,nget_circuits,400,631,132.0,132.0,,
398,LEIS11,SIZE1A,0.0,1.65,Cable,0.015,0.1655,3.6876,301.0,301.0,243.0,243.0,nget_circuits,400,632,132.0,132.0,,
399,LEIS11,SIZE1B,0.0,1.65,Cable,0.015,0.1655,3.6876,301.0,301.0,243.0,243.0,nget_circuits,400,628,132.0,132.0,,
400,LEIS4A,SIZE41,0.81,0.0,OHL,0.0009,0.0141,0.534,2779.0,2569.0,2217.0,2569.0,nget_circuits,399,630,400.0,400.0,,
401,LISD21,LISD2A,0.0,0.0,Series Reactor,0.0173,1.387,0.0,750.0,750.0,740.0,740.0,nget_circuits,401,403,275.0,275.0,,
402,LITT41,LITT41,0.0,1.0,Cable,0.0007,0.0118,10.9152,2063.0,2063.0,2063.0,2063.0,nget_circuits,410,410,400.0,400.0,,
403,LITT41,LOFI4A,8.152,0.0,OHL,0.0127,0.157,4.8712,3103.0,3048.0,2959.0,3048.0,nget_circuits,410,415,400.0,400.0,,
404,LITT41,LOFI4B,8.152,0.0,OHL,0.0127,0.157,4.8712,3055.0,3048.0,2959.0,3048.0,nget_circuits,410,414,400.0,400.0,,
405,LITT41,WTHU4E,1.847,1.853,Composite,0.0041,0.0575,21.3295,1936.0,1883.0,1666.0,1815.0,nget_circuits,410,785,400.0,400.0,,
406,LITT41,WTHU4F,1.847,1.853,Composite,0.0041,0.0575,21.3295,1936.0,1883.0,1666.0,1815.0,nget_circuits,410,788,400.0,400.0,,
407,LOFI4A,ROWD4A,26.714,0.0,OHL,0.0576,0.5347,15.3479,1590.0,1500.0,1346.0,1500.0,nget_circuits,415,586,400.0,400.0,,
408,LOFI4B,ROWD4B,26.714,0.0,OHL,0.0576,0.5347,15.3479,1590.0,1500.0,1346.0,1500.0,nget_circuits,414,584,400.0,400.0,,
409,LOVE41,NURS41,36.477,0.0,OHL,0.0396,0.6344,24.0461,2771.0,2568.0,2217.0,2568.0,nget_circuits,418,498,400.0,400.0,,
410,LOVE41,NURS4A,36.477,0.0,OHL,0.0396,0.6344,24.0461,2779.0,2568.0,2217.0,2568.0,nget_circuits,418,499,400.0,400.0,,
411,MACC41,STAL4B,31.196,0.0,OHL,0.062,0.617,18.1761,1710.0,1627.0,1488.0,1627.0,nget_circuits,422,653,400.0,400.0,,
412,MAGA21,PYLE21,6.238,0.0,OHL,0.0211,0.2537,1.7667,1204.0,1115.0,1018.0,1115.0,nget_circuits,426,556,275.0,275.0,,
413,MANN41,MANN41,0.0,0.0,Zero Length,0.0,0.0,0.0,3326.0,3160.0,2971.0,3160.0,nget_circuits,424,424,400.0,400.0,,
414,MANN41,MANN41,0.0,0.0,Zero Length,0.0,0.0,0.0,3326.0,3160.0,2971.0,3160.0,nget_circuits,424,424,400.0,400.0,,
415,MANN41,NURS4A,36.411,3.412,Composite,0.0416,0.6467,62.4474,2779.0,2568.0,2217.0,2568.0,nget_circuits,424,499,400.0,400.0,,
416,MARH41,MARH4A,0.0,0.0,Zero Length,0.0,0.0,0.0,2860.0,2860.0,2860.0,2860.0,nget_circuits,428,429,400.0,400.0,,
417,MARH42,MARH4B,0.0,0.0,Zero Length,0.0,0.0,0.0,2860.0,2860.0,2860.0,2860.0,nget_circuits,427,430,400.0,400.0,,
418,MAWO41,NURS41,7.441,0.0,OHL,0.0093,0.1281,5.0417,2423.0,2327.0,2167.0,2327.0,nget_circuits,425,498,400.0,400.0,,
419,MEDB4A,STEW41,7.0,0.0,OHL,0.0062,0.1202,4.705,3326.0,3326.0,3326.0,3326.0,nget_circuits,432,666,400.0,400.0,,
420,MEDB4B,STEW41,7.0,0.0,OHL,0.0062,0.1202,4.705,3326.0,3326.0,3326.0,3326.0,nget_circuits,431,666,400.0,400.0,,
421,MELK41,MITY41,28.101,0.0,OHL,0.0511,0.5591,16.2853,2105.0,2016.0,1867.0,2016.0,nget_circuits,434,451,400.0,400.0,,
422,MELK41,MITY41,28.052,0.0,OHL,0.051,0.5581,16.257,2105.0,2016.0,1867.0,2016.0,nget_circuits,434,451,400.0,400.0,,
423,MELK41,SEAB41,53.558,0.0,OHL,0.0598,0.9451,34.8897,2545.0,2421.0,2211.0,2421.0,nget_circuits,434,608,400.0,400.0,,
424,MIDL41,QUER4A,9.704,0.0,OHL,0.0086,0.1667,6.5225,3326.0,3160.0,2971.0,3160.0,nget_circuits,438,558,400.0,400.0,,
425,MILL42,MILL4B,0.34,0.0,OHL,0.0006,0.0068,0.197,352.0,352.0,352.0,352.0,nget_circuits,439,440,400.0,400.0,,
426,MILL4A,SUND41,13.75,0.0,OHL,0.025,0.2736,7.9687,2009.0,1911.0,1746.0,1911.0,nget_circuits,442,673,400.0,400.0,,
427,MILL4B,SUND42,13.955,1.0,Composite,0.0254,0.2777,8.0872,2009.0,1911.0,1746.0,1911.0,nget_circuits,440,671,400.0,400.0,,
428,MONF22,POPP21,37.84,0.0,OHL,0.208,2.0034,8.337,682.0,629.0,538.0,629.0,nget_circuits,452,551,275.0,275.0,,
429,MONF41,PADI41,87.848,0.0,OHL,0.1064,1.6286,54.7416,2518.0,2395.0,2188.0,2395.0,nget_circuits,458,517,400.0,400.0,,
430,NECT41,NECT4A,0.0,0.0,Zero Length,0.0,0.0,0.0,1364.0,1364.0,1250.0,1250.0,nget_circuits,464,463,400.0,400.0,,
431,NECT41,NECT4B,0.0,0.0,Zero Length,0.0,0.0,0.0,3326.0,3323.0,3100.0,3323.0,nget_circuits,464,462,400.0,400.0,,
432,NECT4A,NORM41,37.492,0.0,OHL,0.0332,0.644,25.1993,3326.0,3326.0,3317.0,3326.0,nget_circuits,463,494,400.0,400.0,,
433,NECT4A,WALP41,41.619,0.0,OHL,0.0369,0.7148,27.9739,3326.0,3299.0,3078.0,3299.0,nget_circuits,463,753,400.0,400.0,,
434,NECT4B,NORM41,37.492,0.0,OHL,0.0332,0.644,25.1993,3326.0,3258.0,3060.0,3258.0,nget_circuits,462,494,400.0,400.0,,
435,NECT4B,WALP41,41.619,0.0,OHL,0.0369,0.7148,27.9739,3326.0,3160.0,2971.0,3160.0,nget_circuits,462,753,400.0,400.0,,
436,NEEP21,PITS21,0.851,3.975,Composite,0.0214,0.1378,26.8236,419.0,419.0,381.0,381.0,nget_circuits,466,549,275.0,275.0,,
437,NEEP21,SHEC21,0.851,4.428,Composite,0.0234,0.1494,29.8542,419.0,419.0,381.0,381.0,nget_circuits,466,622,275.0,275.0,,
438,NEEP4A,STSB4B,12.801,0.0,OHL,0.0276,0.2627,7.1402,2779.0,2568.0,2217.0,2568.0,nget_circuits,465,667,400.0,400.0,,
439,NFLE41,SING41,5.941,0.0,OHL,0.0093,0.114,3.5652,2889.0,2748.0,2510.0,2748.0,nget_circuits,481,627,400.0,400.0,,
440,NFLE41,WTHU4A,7.511,0.0,OHL,0.0137,0.1494,4.3529,2004.0,1907.0,1746.0,1907.0,nget_circuits,481,783,400.0,400.0,,
441,NFLE41,WTHU4B,7.511,0.0,OHL,0.0137,0.1494,4.3529,2004.0,1907.0,1746.0,1907.0,nget_circuits,481,784,400.0,400.0,,
442,NORL2A,SHEC21,0.0,4.372,Cable,0.0192,0.1119,29.2487,419.0,419.0,381.0,381.0,nget_circuits,489,622,275.0,275.0,,
443,NORL2B,PITS21,0.0,10.751,Cable,0.0473,0.2752,71.9242,419.0,419.0,381.0,381.0,nget_circuits,487,549,275.0,275.0,,
444,NORM11,NOTR11,0.0,1.0,Cable,0.23600000000000002,0.7780020000000001,0.315,352.0,265.0,290.0,290.0,nget_circuits,491,495,132.0,132.0,,
445,NORM12,NOTR12,0.0,1.0,Cable,0.2362,0.7780020000000001,0.3149,324.0,299.0,324.0,299.0,nget_circuits,492,496,132.0,132.0,,
446,NORT21,SALH21,12.178,0.0,OHL,0.0464,0.526,3.2482,1381.0,1293.0,1197.0,1293.0,nget_circuits,485,602,275.0,275.0,,
447,NORT41,SALH42,12.206,0.0,OHL,0.022,0.2492,6.888,1831.0,1739.0,1588.0,1739.0,nget_circuits,486,604,400.0,400.0,,
448,NORT41,SPEN41,21.134,2.0,Composite,0.0276,0.4062,12.7287,2545.0,2421.0,2211.0,2421.0,nget_circuits,486,644,400.0,400.0,,
449,NORT41,SPEN42,21.134,2.0,Composite,0.0276,0.4062,12.7287,2545.0,2421.0,2211.0,2421.0,nget_circuits,486,645,400.0,400.0,,
450,OCKH21,WIEN2A,4.623,0.283,Composite,0.0216,0.202,4.2819,672.0,672.0,599.0,599.0,nget_circuits,501,813,275.0,275.0,,
451,OCKH2A,WIEN2B,4.67,0.0,OHL,0.0213,0.1977,1.2665,760.0,760.0,760.0,760.0,nget_circuits,502,815,275.0,275.0,,
452,OSBA41,THTO43,16.79,0.0,OHL,0.0182,0.292,11.0682,2779.0,2568.0,2217.0,2568.0,nget_circuits,513,694,400.0,400.0,,
453,OSBA42,THTO41,16.79,0.0,OHL,0.0182,0.292,11.0682,2771.0,2568.0,2217.0,2568.0,nget_circuits,512,693,400.0,400.0,,
454,PADI41,PEWO4B,37.608,0.0,OHL,0.0556,0.7049,23.1779,2169.0,2084.0,1940.0,2084.0,nget_circuits,517,539,400.0,400.0,,
455,PELH41,RYEH4A,23.015,0.0,OHL,0.025,0.4003,15.1704,2779.0,2568.0,2217.0,2568.0,nget_circuits,522,589,400.0,400.0,,
456,PELH41,RYEH4B,23.439,0.0,OHL,0.0254,0.4077,15.4489,2779.0,2569.0,2217.0,2569.0,nget_circuits,522,590,400.0,400.0,,
457,PELH41,SUND42,45.13,0.0,OHL,0.0487,0.752,31.2185,3180.0,3000.0,2692.0,3000.0,nget_circuits,522,671,400.0,400.0,,
458,PELH41,WYMO41,26.856,0.0,OHL,0.029,0.4469,18.6034,2771.0,2771.0,2692.0,2771.0,nget_circuits,522,840,400.0,400.0,,
459,PEMB41,SWAN41,83.975,0.0,OHL,0.0911,1.4606,55.3574,2779.0,2568.0,2217.0,2568.0,nget_circuits,527,681,400.0,400.0,,
460,PEMB41,SWAN42,84.57,0.0,OHL,0.0918,1.4709,55.7496,2779.0,2568.0,2217.0,2568.0,nget_circuits,527,677,400.0,400.0,,
461,PENM4A,PENT41,49.211,0.0,OHL,0.0645,0.9572,29.2535,2779.0,2568.0,2217.0,2568.0,nget_circuits,537,535,400.0,400.0,,
462,PENM4B,PENT41,49.211,0.0,OHL,0.0645,0.9572,29.2535,2779.0,2568.0,2217.0,2568.0,nget_circuits,536,535,400.0,400.0,,
463,PENT41,TRAW41,45.1,6.308,Composite,0.0633,0.9555,131.5497,1135.0,1135.0,992.0,992.0,nget_circuits,535,730,400.0,400.0,,
464,PENT41,WYLF41,35.24,0.0,OHL,0.0382,0.6129,23.2307,2779.0,2568.0,2217.0,2568.0,nget_circuits,535,838,400.0,400.0,,
465,PENT41,WYLF41,35.24,0.0,OHL,0.0382,0.6129,23.2307,2779.0,2568.0,2217.0,2568.0,nget_circuits,535,838,400.0,400.0,,
466,PERH11,WYLF11,19.94,0.0,OHL,0.475,4.232,1.0947,330.0,330.0,300.0,300.0,nget_circuits,533,837,132.0,132.0,,
467,PERH11,WYLF11,19.94,0.0,OHL,0.475,4.232,1.0947,333.0,331.0,304.0,307.0,nget_circuits,533,837,132.0,132.0,,
468,PEWO2A,PEWO2C,0.0,0.0,SSSC,0.0,0.476,0.0,1524.0,1524.0,1524.0,1524.0,nget_circuits,542,544,275.0,275.0,,
469,PEWO2B,PEWO2D,0.0,0.0,SSSC,0.0,0.476,0.0,1524.0,1524.0,1524.0,1524.0,nget_circuits,541,538,275.0,275.0,,
470,PEWO2C,WASF2A,23.481,0.0,OHL,0.0887,0.9606,6.6274,1521.0,1461.0,1360.0,1461.0,nget_circuits,544,767,275.0,275.0,,
471,PEWO2D,WASF2B,23.521,0.0,OHL,0.0889,0.9623,6.6386,1521.0,1461.0,1360.0,1461.0,nget_circuits,538,766,275.0,275.0,,
472,PEWO41,QUER4A,31.939,0.0,OHL,0.0498,0.6128,19.1665,3102.0,3048.0,2853.0,3048.0,nget_circuits,543,558,400.0,400.0,,
473,PEWO41,QUER4B,32.087,0.0,OHL,0.05,0.6156,19.2551,3102.0,3048.0,2853.0,3048.0,nget_circuits,543,557,400.0,400.0,,
474,PITS21,TEMP21,0.0,6.69,Cable,0.0294,0.1713,44.7561,419.0,419.0,381.0,381.0,nget_circuits,549,688,275.0,275.0,,
475,PITS21,WIBA21,0.0,2.324,Cable,0.0077,0.0581,17.337,439.0,439.0,381.0,381.0,nget_circuits,549,836,275.0,275.0,,
476,PUDM41,WHAM4A,0.0,2.17,Cable,0.002,0.0178,39.06,1282.0,1136.0,984.0,1136.0,nget_circuits,554,800,400.0,400.0,,
477,PYLE21,PYLE21,0.0,0.25,Cable,0.0004,0.0063,1.69,1204.0,1115.0,1018.0,1115.0,nget_circuits,556,556,275.0,275.0,,
478,RASS41,WALH41,72.788,5.269,parallel Composite,0.0799,1.2847,109.6583,2779.0,2568.0,2217.0,2568.0,nget_circuits,562,752,400.0,400.0,,
479,RATS41,STAY4A,43.614,0.0,OHL,0.0793,0.8678,25.2757,2147.0,2056.0,1904.0,2056.0,nget_circuits,564,659,400.0,400.0,,
480,RATS41,STOB41,26.72,0.179,Composite,0.0487,0.5326,21.4031,2147.0,2056.0,1904.0,2056.0,nget_circuits,564,669,400.0,400.0,,
481,RATS41,WILE41,21.748,0.216,Composite,0.0397,0.435,16.174,1309.0,1309.0,1067.0,1067.0,nget_circuits,564,825,400.0,400.0,,
482,RATS41,WILE41,21.684,0.0,OHL,0.0394,0.4314,12.5666,2009.0,1911.0,1746.0,1911.0,nget_circuits,564,825,400.0,400.0,,
483,RAYL41,TILB4A,20.499,0.0,OHL,0.0319,0.3933,12.3014,2213.0,2126.0,1980.0,2126.0,nget_circuits,568,709,400.0,400.0,,
484,REBR21,TOTT23,3.305,9.678,parallel Composite,0.0166,0.2027,106.1327,1205.0,1127.0,1044.0,1127.0,nget_circuits,573,721,275.0,275.0,,
485,REBR22,TOTT24,3.305,11.448,parallel Composite,0.0174,0.2151,125.3726,1205.0,1127.0,1044.0,1127.0,nget_circuits,572,724,275.0,275.0,,
486,RHIG41,SWAN41,34.34,0.0,OHL,0.0373,0.5973,22.6374,2779.0,2568.0,2217.0,2568.0,nget_circuits,574,681,400.0,400.0,,
487,ROCH21,STAL21,31.256,0.0,OHL,0.1235,1.3183,8.54,1324.0,1260.0,1151.0,1260.0,nget_circuits,577,654,275.0,275.0,,
488,ROCH21,WHGA21,11.489,0.257,Composite,0.053,0.4934,5.9105,841.0,841.0,665.0,665.0,nget_circuits,577,803,275.0,275.0,,
489,ROCH21,WHGA21,11.489,0.238,Composite,0.0529,0.4929,5.7039,419.0,419.0,404.0,404.0,nget_circuits,577,803,275.0,275.0,,
490,RYEH41,RYEH4B,0.137,0.0,OHL,0.0001,0.0024,0.0903,2779.0,2569.0,2217.0,2569.0,nget_circuits,596,590,400.0,400.0,,
491,RYEH41,WALX4A,5.324,0.0,OHL,0.0058,0.0926,3.5096,2779.0,2568.0,2217.0,2568.0,nget_circuits,596,758,400.0,400.0,,
492,RYEH4A,RYEH43,0.264,0.0,OHL,0.0004,0.0051,0.1585,2779.0,2569.0,2217.0,2569.0,nget_circuits,589,594,400.0,400.0,,
493,RYEH4A,WALX4B,5.461,0.0,OHL,0.0059,0.095,3.6,2779.0,2568.0,2217.0,2568.0,nget_circuits,589,756,400.0,400.0,,
494,RYEH4B,RYEH42,0.215,0.0,OHL,0.0003,0.0041,0.1291,2779.0,2569.0,2217.0,2569.0,nget_circuits,590,593,400.0,400.0,,
495,SAEN21,SAES21,0.484,0.0,OHL,0.0013,0.018,0.1501,1749.0,1664.0,1520.0,1664.0,nget_circuits,599,601,275.0,275.0,,
496,SALH41,SALH42,0.0,0.0,SSSC,0.0,0.125,0.0,2217.0,2217.0,2217.0,2217.0,nget_circuits,603,604,400.0,400.0,,
497,SEAB41,WHSO4A,30.426,3.89,Composite,0.0374,0.5858,97.4265,1424.0,1424.0,1424.0,1424.0,nget_circuits,608,806,400.0,400.0,,
498,SELL4A,SELL4A,0.0,0.0,Series Reactor,0.0125,1.0,0.0,1860.0,1860.0,1860.0,1860.0,nget_circuits,618,618,400.0,400.0,,
499,SELL4A,SELL4C,0.0,0.257,Cable,0.0001,0.0013,9.9716,2369.0,2369.0,1642.0,1642.0,nget_circuits,618,613,400.0,400.0,,
500,SELL4A,SELL4D,0.0,0.257,Cable,0.0001,0.0013,9.9716,2369.0,2369.0,1642.0,1642.0,nget_circuits,618,615,400.0,400.0,,
501,SELL4A,SELL4E,0.0,0.415,Cable,0.0002,0.0022,14.94,2369.0,2369.0,1642.0,1642.0,nget_circuits,618,616,400.0,400.0,,
502,SELL4A,SELL4F,0.0,0.415,Cable,0.0002,0.0022,14.94,2369.0,2369.0,1642.0,1642.0,nget_circuits,618,617,400.0,400.0,,
503,SELL4B,SELL4C,0.257,0.0,OHL,0.0004,0.0049,0.1542,3326.0,3326.0,3326.0,3326.0,nget_circuits,619,613,400.0,400.0,,
504,SELL4B,SELL4D,0.257,0.0,OHL,0.0004,0.0049,0.1542,3326.0,3326.0,3326.0,3326.0,nget_circuits,619,615,400.0,400.0,,
505,SELL4B,SELL4E,0.39,0.0,OHL,0.0006,0.0075,0.234,3326.0,3326.0,3326.0,3326.0,nget_circuits,619,616,400.0,400.0,,
506,SELL4B,SELL4F,0.39,0.0,OHL,0.0006,0.0075,0.234,3326.0,3326.0,3326.0,3326.0,nget_circuits,619,617,400.0,400.0,,
507,SHRE4A,SHRE4B,0.054,0.0,OHL,0.0001,0.001,0.0324,240.0,240.0,240.0,240.0,nget_circuits,623,625,400.0,400.0,,
508,SHUR41,TAUN41,27.0,0.0,OHL,0.0487,0.5369,15.6552,3100.0,3050.0,2960.0,3050.0,nget_circuits,626,686,400.0,400.0,,
509,SPEN41,STEW41,37.795,0.126,Composite,0.0498,0.7386,24.4993,2470.0,2350.0,2146.0,2350.0,nget_circuits,644,666,400.0,400.0,,
510,SPEN42,STEW41,37.795,0.0,OHL,0.0497,0.7368,22.4165,2470.0,2350.0,2146.0,2350.0,nget_circuits,645,666,400.0,400.0,,
511,SPLN41,WALP41,29.234,0.0,OHL,0.0272,0.5117,19.3195,3189.0,3063.0,2853.0,3063.0,nget_circuits,642,753,400.0,400.0,,
512,SSHI22,TYNE2A,7.028,0.0,OHL,0.031,0.2985,1.9072,1236.0,1176.0,1065.0,1176.0,nget_circuits,640,742,275.0,275.0,,
513,SSHI22,WBOL21,4.366,0.0,OHL,0.02,0.1848,1.1845,1175.0,1120.0,1025.0,1120.0,nget_circuits,640,773,275.0,275.0,,
